"app_name","apple_rating","android_rating","apple_price","android_price","apple_genre","android_genre","android_lifespan","apple_lifespan","revenue","initial_cost","recurring_cost","profit"
"Nick","3.5","4.2","0.00","0","Entertainment","Entertainment;Music & Video","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"NHL","3.5","4.0","0.00","0","Sports","Sports","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Mobile Strike","3.5","3.9","0.00","0","Games","Strategy","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"PBS KIDS Video","3.5","4.2","0.00","0","Education","Education;Music & Video","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Edmodo","3.5","4.1","0.00","0","Education","Education","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Nick","3.5","4.2","0.00","0","Entertainment","Entertainment;Music & Video","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Nick","3.5","4.2","0.00","0","Entertainment","Entertainment;Music & Video","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Nick","3.5","4.2","0.00","0","Entertainment","Entertainment;Music & Video","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Nick","3.5","4.2","0.00","0","Entertainment","Entertainment;Music & Video","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Citi Mobile®","3.5","4.0","0.00","0","Finance","Finance","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Geocaching®","3.5","4.1","0.00","0","Navigation","Health & Fitness","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"USA TODAY","3.5","4.1","0.00","0","News","News & Magazines","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"NBC News","3.5","4.1","0.00","0","News","News & Magazines","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"USA TODAY","3.5","4.1","0.00","0","News","News & Magazines","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"USA TODAY","3.5","4.1","0.00","0","News","News & Magazines","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"NBC News","3.5","4.1","0.00","0","News","News & Magazines","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Facebook","3.5","4.1","0.00","0","Social Networking","Social","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Just Dance Now","3.5","4.2","0.00","0","Games","Music","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"DB Navigator","3.5","4.0","0.00","0","Travel","Maps & Navigation","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Edmodo","3.5","4.1","0.00","0","Education","Education","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo","3.5","4.2","0.00","0","Sports","Sports","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Tinder","3.5","4.0","0.00","0","Lifestyle","Lifestyle","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"PBS KIDS Video","3.5","4.2","0.00","0","Education","Education;Music & Video","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Nick","3.5","4.2","0.00","0","Entertainment","Entertainment;Music & Video","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Facebook","3.5","4.1","0.00","0","Social Networking","Social","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"LinkedIn","3.5","4.2","0.00","0","Social Networking","Social","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"YouNow: Live Stream Video Chat","3.5","4.1","0.00","0","Social Networking","Social","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Timehop","3.5","4.1","0.00","0","Social Networking","Social","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"LinkedIn","3.5","4.2","0.00","0","Social Networking","Social","108.0","96.0","510000.0","20000","108000.0","$382,000.00"
"Toca Builders","4.5","4.2","2.99","$3.99 ","Education","Education;Creativity","108.0","120.0","570000.0","69800.00","120000.0","$380,200.00"
"Battleheart Legacy","4.5","4.6","4.99","$4.99 ","Games","Role Playing","120.0","120.0","600000.0","99800.00","120000.0","$380,200.00"
"Sago Mini Babies","4.0","4.5","2.99","$3.99 ","Education","Education;Pretend Play","120.0","108.0","570000.0","69800.00","120000.0","$380,200.00"
"Sago Mini Babies","4.0","4.5","2.99","$3.99 ","Education","Education;Pretend Play","120.0","108.0","570000.0","69800.00","120000.0","$380,200.00"
"F-Sim Space Shuttle","4.5","4.4","4.99","$4.99 ","Games","Simulation","120.0","120.0","600000.0","99800.00","120000.0","$380,200.00"
"Storm Shield","4.5","3.5","2.99","0","Weather","Weather","96.0","120.0","540000.0","39900.00","120000.0","$380,100.00"
"Dr. Panda Farm","4.0","4.1","2.99","$2.99 ","Education","Education;Pretend Play","108.0","108.0","540000.0","59800.00","108000.0","$372,200.00"
"Dr. Panda Supermarket","4.0","4.2","2.99","$2.99 ","Education","Educational;Pretend Play","108.0","108.0","540000.0","59800.00","108000.0","$372,200.00"
"Farming Simulator 16","4.5","4.2","4.99","$2.99 ","Games","Simulation;Education","108.0","120.0","570000.0","79800.00","120000.0","$370,200.00"
"Wells Fargo Mobile","3.0","4.4","0.00","0","Finance","Finance","120.0","84.0","510000.0","20000","120000.0","$370,000.00"
"Wells Fargo Mobile","3.0","4.4","0.00","0","Finance","Finance","120.0","84.0","510000.0","20000","120000.0","$370,000.00"
"Whataburger","3.0","4.5","0.00","0","Food & Drink","Food & Drink","120.0","84.0","510000.0","20000","120000.0","$370,000.00"
"Uber Driver","3.0","4.4","0.00","0","Business","Business","120.0","84.0","510000.0","20000","120000.0","$370,000.00"
"The EO Bar","5.0","4.7","6.99","$6.99 ","Health & Fitness","Health & Fitness","120.0","132.0","630000.0","139800.00","132000.0","$358,200.00"
"Southwest Airlines","3.0","3.9","0.00","0","Travel","Travel & Local","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Thomas & Friends: Race On!","3.0","4.1","0.00","0","Games","Casual;Action & Adventure","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Mad Libs","3.0","4.0","0.00","0","Entertainment","Entertainment;Brain Games","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Pokémon GO","3.0","4.1","0.00","0","Games","Adventure","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Pokémon GO","3.0","4.1","0.00","0","Games","Adventure","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"PAC-MAN","3.0","4.2","0.00","0","Games","Arcade","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Southwest Airlines","3.0","3.9","0.00","0","Travel","Travel & Local","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"PAC-MAN","3.0","4.2","0.00","0","Games","Arcade","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Messenger","3.0","4.1","0.00","0","Social Networking","Social","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Uber","3.0","4.2","0.00","0","Travel","Maps & Navigation","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Sky News","3.0","4.0","0.00","0","News","News & Magazines","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Epson iPrint","3.0","4.1","0.00","0","Photo & Video","Tools","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Redbox","3.0","4.1","0.00","0","Entertainment","Entertainment","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Uber","3.0","4.2","0.00","0","Travel","Maps & Navigation","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Thomas & Friends: Race On!","3.0","4.1","0.00","0","Games","Casual;Action & Adventure","108.0","84.0","480000.0","20000","108000.0","$352,000.00"
"Please, Don't Touch Anything","4.0","4.4","4.99","$4.99 ","Games","Puzzle","120.0","108.0","570000.0","99800.00","120000.0","$350,200.00"
"Don't Starve: Pocket Edition","4.0","4.4","4.99","$4.99 ","Games","Adventure","120.0","108.0","570000.0","99800.00","120000.0","$350,200.00"
"Paprika Recipe Manager","4.5","4.1","4.99","$4.99 ","Food & Drink","Food & Drink","108.0","120.0","570000.0","99800.00","120000.0","$350,200.00"
"NBA JAM by EA SPORTS™","4.0","4.3","4.99","$4.99 ","Games","Sports;Action & Adventure","120.0","108.0","570000.0","99800.00","120000.0","$350,200.00"
"LEGO® Friends","4.0","4.4","4.99","$4.99 ","Games","Casual;Pretend Play","120.0","108.0","570000.0","99800.00","120000.0","$350,200.00"
"H&M","3.0","3.7","0.00","0","Shopping","Lifestyle","96.0","84.0","450000.0","20000","96000.0","$334,000.00"
"myAT&T","3.0","3.7","0.00","0","Utilities","Productivity","96.0","84.0","450000.0","20000","96000.0","$334,000.00"
"Fly Delta","3.0","3.7","0.00","0","Travel","Travel & Local","96.0","84.0","450000.0","20000","96000.0","$334,000.00"
"Fly Delta","3.0","3.7","0.00","0","Travel","Travel & Local","96.0","84.0","450000.0","20000","96000.0","$334,000.00"
"Google Play Movies & TV","3.0","3.7","0.00","0","Entertainment","Video Players & Editors","96.0","84.0","450000.0","20000","96000.0","$334,000.00"
"myAT&T","3.0","3.7","0.00","0","Utilities","Productivity","96.0","84.0","450000.0","20000","96000.0","$334,000.00"
"H&M","3.0","3.7","0.00","0","Shopping","Lifestyle","96.0","84.0","450000.0","20000","96000.0","$334,000.00"
"Assassin's Creed Identity","4.0","3.7","4.99","$1.99 ","Games","Action","96.0","108.0","510000.0","69800.00","108000.0","$332,200.00"
"LEGO Batman: DC Super Heroes","4.0","4.2","4.99","$4.99 ","Games","Adventure;Action & Adventure","108.0","108.0","540000.0","99800.00","108000.0","$332,200.00"
"RollerCoaster Tycoon® Classic","4.0","4.6","5.99","$5.99 ","Games","Simulation","120.0","108.0","570000.0","119800.00","120000.0","$330,200.00"
"Puffin Browser Pro","3.5","4.0","3.99","$3.99 ","Utilities","Communication","108.0","96.0","510000.0","79800.00","108000.0","$322,200.00"
"Snapchat","2.5","4.0","0.00","0","Photo & Video","Social","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"BET NOW - Watch Shows","2.5","4.2","0.00","0","Entertainment","Entertainment","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"MTV","2.5","3.8","0.00","0","Entertainment","Entertainment","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"SHOWTIME","2.5","4.2","0.00","0","Entertainment","Entertainment","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"BET NOW - Watch Shows","2.5","4.2","0.00","0","Entertainment","Entertainment","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"MTV","2.5","3.8","0.00","0","Entertainment","Entertainment","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"SHOWTIME","2.5","4.2","0.00","0","Entertainment","Entertainment","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"BET NOW - Watch Shows","2.5","4.2","0.00","0","Entertainment","Entertainment","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"Snapchat","2.5","4.0","0.00","0","Photo & Video","Social","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"NFL","2.5","4.1","0.00","0","Sports","Sports","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"NFL","2.5","4.1","0.00","0","Sports","Sports","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"Battlefield™ Companion","2.5","4.0","0.00","0","Social Networking","Action","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"Snapchat","2.5","4.0","0.00","0","Photo & Video","Social","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"NFL","2.5","4.1","0.00","0","Sports","Sports","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"Snapchat","2.5","4.0","0.00","0","Photo & Video","Social","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"T-Mobile Tuesdays","2.5","4.0","0.00","0","Lifestyle","Lifestyle","108.0","72.0","450000.0","20000","108000.0","$322,000.00"
"My Movies Pro - Movie & TV Collection Library","4.5","4.6","7.99","$7.99 ","Catalogs","Lifestyle","120.0","120.0","600000.0","159800.00","120000.0","$320,200.00"
"Grand Theft Auto: San Andreas","4.0","4.4","6.99","$6.99 ","Games","Action","120.0","108.0","570000.0","139800.00","120000.0","$310,200.00"
"U by BB&T","2.0","4.3","0.00","0","Finance","Finance","120.0","60.0","450000.0","20000","120000.0","$310,000.00"
"Super Mario Run","2.5","3.7","0.00","0","Games","Action","96.0","72.0","420000.0","20000","96000.0","$304,000.00"
"United Airlines","2.5","3.5","0.00","0","Travel","Travel & Local","96.0","72.0","420000.0","20000","96000.0","$304,000.00"
"United Airlines","2.5","3.5","0.00","0","Travel","Travel & Local","96.0","72.0","420000.0","20000","96000.0","$304,000.00"
"Don't Starve: Shipwrecked","3.5","4.1","4.99","$4.99 ","Games","Adventure","108.0","96.0","510000.0","99800.00","108000.0","$302,200.00"
"I am Bread","3.5","4.0","4.99","$4.99 ","Games","Adventure","108.0","96.0","510000.0","99800.00","108000.0","$302,200.00"
"NCAA Sports","2.0","3.9","0.00","0","Sports","Sports","108.0","60.0","420000.0","20000","108000.0","$292,000.00"
"My College Bookstore","2.5","3.2","0.00","0","Shopping","Shopping","84.0","72.0","390000.0","20000","84000.0","$286,000.00"
"AirWatch Agent","2.5","3.1","0.00","0","Business","Business","84.0","72.0","390000.0","20000","84000.0","$286,000.00"
"NBC Sports","2.5","3.1","0.00","0","Sports","Sports","84.0","72.0","390000.0","20000","84000.0","$286,000.00"
"McDonald's","2.0","3.6","0.00","0","Food & Drink","Food & Drink","96.0","60.0","390000.0","20000","96000.0","$274,000.00"
"myChevrolet","2.0","3.5","0.00","0","Lifestyle","Lifestyle","96.0","60.0","390000.0","20000","96000.0","$274,000.00"
"McDonald's","2.0","3.6","0.00","0","Food & Drink","Food & Drink","96.0","60.0","390000.0","20000","96000.0","$274,000.00"
"Peppa Pig: Party Time","2.0","3.8","0.99","$2.99 ","Education","Educational;Pretend Play","108.0","60.0","420000.0","39900.00","108000.0","$272,100.00"
"AMC","2.0","3.2","0.00","0","Entertainment","Entertainment","84.0","60.0","360000.0","20000","84000.0","$256,000.00"
"Baldur's Gate: Enhanced Edition","4.0","4.5","9.99","$9.99 ","Games","Role Playing","120.0","108.0","570000.0","199800.00","120000.0","$250,200.00"
"FINAL FANTASY V","4.5","4.5","14.99","$7.99 ","Games","Role Playing","120.0","120.0","600000.0","229800.00","120000.0","$250,200.00"
"SNCF","1.5","3.4","0.00","0","Travel","Travel & Local","96.0","48.0","360000.0","20000","96000.0","$244,000.00"
"XCOM®: Enemy Within","4.0","4.2","9.99","$9.99 ","Games","Strategy","108.0","108.0","540000.0","199800.00","108000.0","$232,200.00"
"Philips Hue","1.5","3.1","0.00","0","Lifestyle","Lifestyle","84.0","48.0","330000.0","20000","84000.0","$226,000.00"
"AnatomyMapp","3.5","4.1","9.99","$14.99 ","Medical","Medical","108.0","96.0","510000.0","249800.00","108000.0","$152,200.00"
"AnatomyMapp","3.5","4.1","9.99","$14.99 ","Medical","Medical","108.0","96.0","510000.0","249800.00","108000.0","$152,200.00"
"Muscle Premium - Human Anatomy, Kinesiology, Bones","4.5","4.2","19.99","$24.99 ","Medical","Medical","108.0","120.0","570000.0","449800.00","120000.0","$200.00"
"Muscle Premium - Human Anatomy, Kinesiology, Bones","4.5","4.2","19.99","$24.99 ","Medical","Medical","108.0","120.0","570000.0","449800.00","120000.0","$200.00"
